40.0588744 -106.3889199	Kremmling,CO
41.5970391 -73.4148434	Wellsville,CT
41.9459204 -75.2310045	Peas Eddy,NY
25.570663 -80.4542226	Aladdin City,FL
38.9839907 -80.0525786	Finegan Ford,WV
35.1162562 -80.8767394	Sharonbrook,NC
39.2925479 -90.7492919	Mozier,IL
32.3301452 -89.7295188	Clarkburg,MS
41.1746663 -112.0421646	El Centro Estates,UT
34.4082231 -78.9016925	Evergreen,NC
39.5744309 -106.0975204	Frisco,CO
28.6180446 -97.8022219	Pettus,TX
35.6217359 -86.5924951	Unionville,TN
37.1073365 -81.6981682	Busthead,VA
37.3421635 -121.8996779	College Park,CA
30.2293631 -90.8889866	Weber City,LA
32.2298651 -88.1683554	Jachin,AL
37.349388 -119.4837491	Central Camp,CA
33.9878874 -88.4525428	Longview,MS
46.7638275 -89.0862501	Mass City,MI
45.1359541 -122.7567584	Elliott Prairie,OR
27.5214269 -82.5723193	Palmetto,FL
33.3406969 -82.0773407	Melton,GA
37.2951345 -80.0650406	Wiley Court,VA
33.4617889 -93.6249008	Midway,AR
34.0945432 -84.6343784	Salem Woods,GA
31.4851718 -90.292036	East Lincoln,MS
40.6328157 -89.432037	Crandall,IL
28.1986225 -80.5956073	South Patrick,FL
30.7513037 -97.1561029	Sharp,TX
42.4420167 -76.0988161	Lapeer,NY
43.808397 -73.089001	Mount Pleasant,VT
36.3556205 -89.048121	Rives,TN
30.5238084 -88.6808565	Dees Landing,MS
40.276756 -76.8213609	Hassler Meadows,PA
36.0741889 -106.120024	El Duende,NM
33.4076153 -84.8091023	Sherwood Forest,GA
36.3404156 -80.2200492	Ross Store,NC
38.7312913 -120.9663303	Jayhawk,CA
40.3995135 -80.1125559	Ewingsville,PA
33.748162 -84.3665927	Cabbage Town,GA
39.573987 -77.64638	Wagners Crossroads,MD
35.0556496 -93.8696455	Grayson,AR
38.71201 -84.7474471	Folsom,KY
37.2351506 -77.4824857	Rabbit Run,VA
30.1524625 -81.7270402	Camp Echockotee,FL
34.1359433 -93.8949115	Muddy Fork,AR
45.3922222 -84.8555556	Chalet Estates,MI
37.9214758 -83.2596216	West Liberty,KY
28.817211 -81.9370264	Whitney,FL
41.6331309 -76.8152357	Beech Flats,PA
34.1930639 -117.3675463	Verdemont,CA
34.2631667 -94.1935365	Duckett Ford,AR
33.8870473 -84.2054751	Smoketree,GA
39.1623904 -122.6122081	Hough Springs,CA
38.5706099 -86.5611014	Abydel,IN
32.9890179 -90.4492577	Carter,MS
38.9078919 -76.362455	Queen Anne Colony,MD
41.3794765 -87.934217	Wilton,IL
36.1302265 -118.8181495	Springville,CA
41.7064878 -72.8798232	Bensted Corner,CT
36.2800521 -86.5833286	Cumberland Hills,TN
38.2509092 -84.1382625	Blacks Crossroads,KY
40.8688343 -111.8549367	Browns Park,UT
36.6768027 -80.2778322	Cruzes Store,VA
35.7528441 -86.7124973	Watson,TN
45.3569096 -93.1116118	Linwood,MN
36.8162593 -76.192437	Avalon Terrace,VA
47.5073149 -123.0568224	Ayock,WA
37.1229997 -120.2601754	Chowchilla,CA
40.9505894 -87.606977	North Hooper,IL
41.6209333 -71.6356202	Nooseneck,RI
42.5050054 -90.0987361	Apple River,IL
39.4736491 -87.2958514	Glen Ayre,IN
30.2121749 -82.6484571	Lacymark,FL
42.3973092 -72.9356536	Worthington Center,MA
41.7311864 -76.234655	Camptown,PA
36.1235735 -121.6371681	Slates Hot Springs,CA
34.2351066 -88.8600572	Furrs,MS
44.7540106 -122.4781385	Mill City,OR
33.7973286 -84.6654901	Oak Hill,GA
40.2050709 -80.2589492	Arden,PA
43.0603012 -85.8283736	Herrington,MI
46.6566415 -97.8923241	Eastedge,ND
38.6751181 -77.4858208	Windy Hill,VA
42.4717451 -74.8446009	Davenport,NY
42.4321745 -109.241514	Elkhorn Junction,WY
18.217734 -66.6057285	Santa Bárbara,PR
39.8811788 -82.0331941	Darlington,OH
35.2881975 -80.7786814	Amarillo Park,NC
41.2297722 -84.6021749	New Rochester,OH
42.84276 -91.6568201	Wadena,IA
41.3094971 -82.7018486	Kimball,OH
37.4970914 -77.4052597	Oakland,VA
38.7112922 -120.8391031	Perks Corner,CA
39.9236111 -105.0363889	Brandywine,CO
34.1528746 -84.2854781	Hopewell,GA
43.5289615 -72.130921	North Grantham,NH
39.2036693 -84.524666	Greenfield Village,OH
36.599025 -80.5106192	Ararat,VA
40.6443914 -111.9966051	Southern Acres,UT
38.7864569 -84.3696594	Butler,KY
34.0982248 -78.9783643	Finklea,SC
38.1637426 -77.3941487	Locks Corner,VA
40.0978191 -85.7213657	Elmhurst,IN
33.8241843 -116.2816749	Pushawalla Palms,CA
18.4807783 -66.3443361	Cerro Gordo,PR
42.0792611 -72.649535	West Agawam,MA
45.6657658 -110.8254956	West End,MT
36.9268057 -79.0961281	Hickory Grove,VA
39.9688538 -109.6693036	Squaw Crossing,UT
44.0397965 -70.2225539	Harmons Corner,ME
37.7406987 -77.4338714	Mount Hermon Heights,VA
36.8031704 -81.6942857	Sulphur Springs Heights,VA
26.3053481 -98.3264045	El Paraiso Colonia,TX
33.674547 -86.7688805	Cunningham,AL
34.3148395 -82.2801222	Tinsley,SC
40.7832799 -111.7213199	Little Mountain,UT
44.2172705 -73.9309795	Shady Corner Curve,NY
39.6572701 -85.0538515	Springersville,IN
31.5168415 -95.9532952	Keechi,TX
30.6710292 -97.2730511	Hare,TX
37.3823434 -80.8225774	Rich Creek,VA
39.4706406 -80.5203706	Folsom,WV
43.9186905 -69.8011576	Woolwich,ME
40.0359041 -81.4065053	Elizabethtown,OH
41.5208678 -87.7133799	Crawford Countryside,IL
39.3101807 -120.5085396	Rainbow,CA
38.5321289 -121.4088418	Polk,CA
40.2992556 -76.8296944	Colonial Wood,PA
38.961183 -83.0426776	Coopersville,OH
36.4892289 -85.4069111	Timothy,TN
34.7142589 -92.2237593	Picron,AR
35.5412792 -76.2243616	Fairfield,NC
36.5153389 -89.7367489	Lone Star,MO
39.9947222 -86.0772222	Woodfield (subdivision),IN
38.7667341 -84.504384	Gardnersville,KY
39.5192148 -85.6355309	Blue Ridge,IN
36.5939039 -106.7286488	El Vado,NM
40.2806668 -74.0954182	Pine Brook,NJ
39.4008829 -85.70859	Pleasure Valley,IN
39.5775401 -89.0345251	Radford,IL
43.1347897 -76.1299238	North Syracuse,NY
34.0376004 -84.7407702	Picketts Plantation,GA
33.8566821 -118.3509072	Dudmore,CA
39.7806687 -75.512143	Shellburne,DE
35.0406754 -81.9656612	Panorama Estates,SC
25.8764705 -97.3841453	Valle Escondido Colonia,TX
39.1785177 -120.2276948	Alpine Meadows,CA
35.8900692 -84.9316183	Meridian,TN
36.8343147 -76.1868813	Arrowhead,VA
35.5459931 -78.1002695	Hickory Crossroads,NC
35.1839694 -87.6711347	Shawnette,TN
45.0305238 -89.3970618	Kalinke,WI
29.8621499 -91.6370589	Farmers,LA
44.7007095 -118.1046624	McEwen,OR
48.4966607 -97.8620378	Edinburg,ND
29.9768709 -91.8917859	Numa,LA
39.651746 -80.7225936	Bebee,WV
32.238491 -93.0876634	Ridge,LA
33.6361507 -112.1312638	Rancho Encanto,AZ
18.2735652 -65.8790525	Benitez,PR
29.8902059 -90.1136844	Walkertown,LA
36.9827897 -106.2722507	Toltec,NM
37.7770844 -79.0011364	Massies Mill,VA
39.1072266 -94.4832864	Athol,MO
34.9073112 -92.5496046	Lundsford Corner,AR
28.1539044 -81.9734145	Providence,FL
41.9597887 -78.0300046	Chrystal,PA
44.4616446 -89.1492785	Scandinavia,WI
38.3737371 -76.821635	Gravelly Hills,MD
30.7513073 -92.4287443	Easton,LA
34.9059503 -82.2970605	Colonial Hills,SC
46.0514993 -122.2995413	Cougar,WA
41.941165 -80.6464686	Camp Luther,OH
33.9718223 -80.9712018	Brandon Hills,SC
40.2581453 -76.8205276	Oakleigh,PA
38.7809482 -77.5002674	Westgate,VA
32.4718413 -81.7942788	Foxlake,GA
34.6462021 -87.3622441	Rigdom,AL
33.1787153 -99.1775756	Throckmorton,TX
33.2515033 -86.8416557	Navajo Pines,AL
33.202341 -87.5900074	Country Club Gables,AL
33.8358492 -118.3406288	Torrance,CA
38.6903919 -75.5513138	Fisher Mill Park,DE
39.4561875 -81.0114985	Shiloh,WV
33.4373452 -89.2411782	Bywy,MS
35.4219943 -99.2795337	Canute,OK
39.859814 -77.813051	Rockdale,PA
38.443973 -82.3534839	Cranford,OH
34.2268215 -79.7295054	Quinby Forest,SC
41.7951024 -70.931429	Lakeside Shore,MA
35.0490168 -81.6567644	Carter Heights,SC
46.2365947 -112.1208336	Boulder,MT
33.905376 -86.1102519	Williams,AL
33.03374 -90.1748091	Eulogy,MS
40.9775981 -73.7731877	Heath Ridge,NY
31.381277 -98.7692127	Ratler,TX
41.4811351 -91.3076576	Nichols,IA
34.3070406 -92.4012654	Sheridan,AR
35.2839669 -86.904448	Brick Church,TN
42.8986792 -75.6401825	Morrisville,NY
35.0334018 -97.6297578	Dibble,OK
39.3741506 -107.0886591	Hooks,CO
41.7792693 -70.9203175	Ashley Heights,MA
37.4867776 -81.8437273	Hull,WV
37.6122795 -86.342198	Madrid,KY
34.4937105 -83.5665627	Wilbanks Corner,GA
39.3749562 -112.3354978	Oak City,UT
37.0707024 -76.493006	Glendale,VA
37.5831698 -81.3803804	Mullens,WV
32.8561861 -107.9797612	Mimbres,NM
33.7271159 -78.9553094	Pinelands,SC
42.1288889 -87.8019444	Lee Woods,IL
35.7931236 -85.6958143	Cambridge,TN
39.5456621 -76.4416298	Pleasantville,MD
39.66623 -74.280698	Staffordville,NJ
35.7301368 -79.812533	Hedrick Mountain,NC
38.7417822 -76.7669133	West End Farms,MD
33.7620499 -84.2890898	Comfort Hill,GA
47.9066569 -97.6267539	Larimore,ND
30.4513346 -82.5187352	Fairview,FL
46.8346109 -117.1157261	Fallon,WA
36.8912165 -82.2379166	Dickenson Corner,VA
45.3076626 -116.4406909	Potter Place,ID
38.5612317 -76.8371913	Hunters Farms,MD
42.5484284 -70.9203277	Danversport,MA
33.193733 -88.1014149	Dillburg,AL
28.7741412 -100.5014662	Elm Creek Number 1 Colonia,TX
45.3446765 -97.7484272	Bristol,SD
36.3030765 -106.0466884	Ojo Caliente,NM
38.2289595 -85.6774612	Seneca Gardens,KY
60.525 -145.6	Eyak,AK
35.4629405 -77.4121868	Belair Estates,NC
35.802299 -84.3151999	Oak Grove,TN
38.9306684 -75.4135297	Woods Haven,DE
33.4531755 -90.4378639	Purnell,MS
26.2678508 -97.4588716	La Leona,TX
39.1096211 -123.5158438	Reilly Heights,CA
37.2937452 -80.0892077	Lawndale Heights,VA
38.7581059 -90.2481675	Castle Point,MO
43.8408988 -72.7970506	Emerson,VT
37.821707 -92.3268369	Turkey Ridge,MO
39.881617 -112.0974446	Diamond,UT
32.9542856 -95.8257974	Richland,TX
35.7434068 -89.1331217	Crossroads,TN
38.9639901 -80.1136908	Vegan,WV
34.780362 -84.3907565	Cherry Log,GA
34.6281487 -92.3418194	Woodland Ridge,AR
44.1101912 -111.5738482	Sarilda,ID
34.5662786 -78.0980485	Piney Wood,NC
39.44842 -80.057575	Samaria,WV
30.7349106 -89.7739604	Chinquapin,MS
40.8728678 -75.7551912	Nesquehoning Junction,PA
43.0084197 -71.0761707	Brentwood Corners,NH
33.7323388 -88.6539363	Muldon,MS
34.4698551 -81.7342739	Stomp Springs,SC
34.2691696 -118.7375916	Community Center,CA
36.5682081 -76.7513458	Somerton,VA
34.5148291 -82.6292993	Williamsburg Manor,SC
34.8592844 -82.2915056	Woodberry,SC
41.8544327 -95.6005594	Dunlap,IA
46.0521492 -112.4461291	Woodville,MT
41.8248354 -123.9725749	French Hill,CA
40.6760585 -111.7821545	Mount Olympus Cove,UT
36.8311794 -85.006896	Cabell,KY
37.6348679 -78.4275036	Sunny Side,VA
35.3140518 -78.0413781	Lafayette Park,NC
36.4901519 -77.4413634	Seaboard,NC
29.1055243 -97.950559	Kosciusko,TX
44.9303463 -68.8061474	Lakeside Landing,ME
32.8825532 -111.9620805	Stanfield,AZ
36.53842 -96.0713846	Wolco,OK
41.1670412 -73.2048348	Bridgeport,CT
28.0522356 -97.9372227	Rozypal Estates Colonia,TX
38.9016487 -107.926454	Cedaredge,CO
42.2436319 -89.2456643	Alworth,IL
32.1309847 -89.8381329	Johns,MS
37.7847862 -85.7738492	Colesburg,KY
41.3204975 -112.0471653	Stevens Estates,UT
43.7363438 -94.4363592	Northrop,MN
35.8861366 -106.0600233	Jaconita,NM
40.6666141 -111.8321559	Green Meadows,UT
43.1836299 -86.0531076	Sullivan,MI
44.5256753 -121.2130974	Culver,OR
40.4039786 -76.5777439	Harper Tavern,PA
36.2103588 -96.2569551	Leroy,OK
41.1453604 -76.0213135	Slocum Corners,PA
41.9762094 -71.6325654	Glendale,RI
43.2636772 -76.884129	North Huron,NY
40.8359252 -75.6982448	North Weissport,PA
38.2603486 -85.6544058	Cherrywood Village,KY
39.1747812 -84.4671644	Bond Hill,OH
33.8570512 -83.9693526	Summit Chase,GA
37.5686551 -87.7961279	Shelton,KY
37.7722344 -97.4217116	Childs Acres,KS
48.6311182 -98.9329109	Calio,ND
39.4737125 -77.5077648	Hawbottom,MD
33.4306241 -107.7461505	Grafton,NM
40.2333789 -91.0626375	Bowen,IL
35.3023063 -89.2809026	Liberty Hill,TN
36.5022783 -88.3258742	Hazel,KY
38.6465068 -76.8980273	Holly Tree Park,MD
42.5431843 -122.5655886	Butte Falls,OR
35.3270305 -90.8259478	Fair Field,AR
44.9824627 -93.7319083	Lyndale,MN
36.7563942 -107.7570043	Alcatraz,NM
34.2542876 -82.1831773	Roman Acres,SC
46.0711553 -69.0131032	McCarty,ME
47.2452326 -94.2110744	Federal Dam,MN
36.270434 -76.5696675	Snow Hill,NC
29.8507834 -96.8110898	Mullins Prairie,TX
44.2639654 -69.274488	Morang Corner,ME
39.6689864 -77.3730422	Wivell Estates,MD
34.7444264 -120.2782114	Los Alamos,CA
40.2817589 -76.2035601	Cocalico House,PA
45.0544117 -107.3570324	Aberdeen,MT
29.3149789 -81.0989464	Tomoka Estates,FL
38.1703638 -82.6432136	Fullers,KY
33.5708574 -117.6356052	Ladera Ranch,CA
35.9600681 -84.9921777	Dayton Spur,TN
39.0207287 -122.6624855	Clear Lake Keys,CA
35.4448836 -78.4269489	Four Oaks,NC
31.6287767 -91.3451136	Pine Ridge,MS
42.3709299 -71.1828321	Watertown,MA
36.5958908 -90.2473247	Qulin,MO
36.6044451 -109.0606531	Red Rock,AZ
37.1237146 -82.6012667	Pound,VA
39.2026688 -121.6619133	Sanders,CA
36.6715398 -76.8207921	Pineville,VA
36.2818236 -76.2115998	Edgewood,NC
39.9325037 -96.936416	Spence,KS
41.2328339 -80.5192377	West Hill,OH
37.9240145 -75.7218743	Saxis,VA
40.6458382 -93.6377204	Brucewell,IA
44.8111571 -73.0668041	Hill Farm Estates,VT
40.3651768 -120.4221645	Standish,CA
40.5499487 -111.8410443	Meadow Cove,UT
38.6186619 -86.9127796	Whitfield,IN
48.4637152 -122.582114	Sharpes Corner,WA
43.4065067 -123.313966	Union Gap,OR
39.0772882 -83.7340908	Taylorsville,OH
34.8259963 -77.4594089	Half Moon,NC
38.3417941 -78.8116915	Goods Mill,VA
32.5604282 -93.5671195	Merrywoods,LA
39.9206319 -79.2789214	Metzler,PA
37.522092 -77.6122119	Robious,VA
42.6533692 -84.6763719	Whaley Drain,MI
42.9093584 -112.5299825	Don,ID
34.2875789 -103.2232839	Cameo,NM
40.0761458 -87.9583671	State Road,IL
37.6344464 -106.1033605	Vastine,CO
37.9098506 -79.6756016	Crane,VA
30.0202014 -89.9584014	Parc D'Orleans Number 2 Mobile Home Park,LA
38.9135533 -115.0605734	Preston,NV
45.614405 -95.5311514	Starbuck,MN
36.234668 -118.6959256	Mountain Home,CA
17.9632999 -66.4021141	San Miguel,PR
44.23052 -91.864325	Buffalo City,WI
36.4975892 -83.1921182	Trent Valley,TN
32.8801748 -80.0000882	Liberty Hills,SC
47.0257089 -118.1885722	Marengo,WA
38.4994957 -86.9783354	Portersville,IN
37.9183832 -88.9775715	Orient,IL
30.42436 -90.4853662	Wadesboro,LA
37.4176161 -81.2559332	Giatto,WV
35.6056293 -88.8958934	Oak Grove,TN
46.7064856 -123.9818347	Tokeland,WA
43.8734979 -116.4993012	Emmett,ID
32.6906958 -94.7043748	Ashland,TX
41.2897097 -94.561636	Fontanelle,IA
43.2745262 -70.9781185	Gonic,NH
34.7384806 -80.7934021	Gregwood,SC
40.6266144 -111.8788237	Selma,UT
34.9592482 -85.7671953	Summer Bluff,AL
31.9554475 -84.0865706	Leslie,GA
33.8622929 -106.305003	Adobe Ranch,NM
37.0603216 -86.7599941	Turnertown,KY
37.3069895 -87.5405564	Pee Vee,KY
39.0862207 -76.6105209	Ben Oaks,MD
29.8579845 -90.0803502	Woodmere,LA
42.5442475 -73.5998378	Morey Park,NY
35.8551177 -82.1978994	Celo,NC
42.5953379 -78.9411461	North Collins,NY
32.7632321 -80.2500986	Ravenel,SC
33.8481076 -109.1431325	Alpine,AZ
36.4552287 -119.4848471	Traver,CA
33.5181685 -84.6538211	Green Springs,GA
46.6572638 -68.4050412	Sheridan,ME
33.3959496 -84.5835403	Peachtree Villas,GA
43.8194703 -84.7686281	Clare,MI
34.0813991 -118.1884055	Omaha Heights,CA
39.8028907 -75.4496399	Addick Estates,DE
37.2731086 -88.846172	Mermet,IL
39.2320029 -84.3782734	Blue Ash,OH
34.5080438 -120.2290397	Las Cruces,CA
41.3177196 -111.9466084	Indian Hills,UT
30.4554746 -89.0253138	Loraine,MS
35.9272953 -89.9189754	Blytheville,AR
34.8164773 -86.9097272	Oakdale Acres,AL
44.5180232 -92.1654519	Hawkins Corner,WI
44.5714417 -72.2506586	East Greensboro,VT
34.7570331 -87.6647512	Washington Park,AL
32.3940627 -81.9887291	Parish,GA
39.3602637 -106.7025352	Thomasville,CO
40.5695119 -79.8636624	Indianola,PA
36.7968163 -77.3435848	Gray,VA
34.1506652 -82.9218076	Goss,GA
45.1391524 -105.1108167	Belle Creek,MT
40.6458972 -80.5978492	La Croft,OH
41.0581525 -74.823223	Paulins Kill,NJ
37.7982606 -121.0524378	Van Allen,CA
32.9762327 -96.5952703	Sachse,TX
43.4726833 -114.376715	Bullion,ID
38.0339286 -92.0460001	Shantytown,MO
41.1866106 -111.941052	College Heights,UT
43.2784091 -72.1309188	Goshen Four Corners,NH
33.9403569 -101.5337754	Harmony,TX
40.5931598 -74.1879218	Travis,NY
32.8093429 -80.012035	Ashley Hall Manor,SC
43.3170134 -76.1543695	Hastings Center,NY
40.0092465 -78.8483556	Boone,PA
38.8287269 -76.5005122	Cedarhurst,MD
34.4020507 -82.6876336	Deans,SC
31.6351133 -106.2655356	Bauman Estates Number 3 Colonia,TX
34.6418248 -79.6858925	Lakeside,SC
32.3204226 -96.2130315	Seven Points,TX
44.3146849 -90.0329081	Cranmoor,WI
38.7026857 -120.0726855	Kirkwood,CA
45.5321764 -92.019346	Cumberland,WI
34.1695936 -80.7706405	Blaney Hills,SC
40.354203 -87.0408434	Glenhall,IN
32.8306954 -83.7193492	Green Lawn Acres,GA
18.2691205 -66.548228	Hacienda Garau,PR
32.6537439 -96.5994364	Bobwyn,TX
44.818404 -68.7028115	North Brewer,ME
36.8625525 -89.6328588	Browns,MO
39.5164739 -79.8089484	Guseman,WV
41.9270367 -73.9973608	Kingston,NY
42.2973205 -71.0744952	Dorchester,MA
34.2217891 -82.1462322	Avondale,SC
42.4125963 -71.1253309	Medford Hillside,MA
46.5343138 -117.9129929	Jackson,WA
40.0728285 -84.4143937	Circle Hill,OH
46.6778003 -85.0336975	Shelldrake,MI
45.2802538 -87.7509434	Goll,WI
31.4451702 -89.4008975	Lux,MS
40.3303883 -73.9815262	Monmouth Beach,NJ
39.1140014 -75.5163123	Richardson Estates,DE
34.2156624 -90.7062136	Sherard,MS
33.7486 -84.3882	Capitol Hill Post Office,GA
41.1867623 -74.802389	Normanook,NJ
38.829501 -85.6480215	Paris Crossing,IN
39.3995008 -84.5613355	Hamilton,OH
37.3253857 -82.3273672	Cedarville,KY
39.9433563 -93.0585363	Leverton,MO
40.6021701 -111.8835459	Angel Street,UT
37.9936906 -84.0460355	Hedges,KY
30.5693597 -84.7432493	Greensboro,FL
30.3382495 -90.7964848	Poley,LA
32.437692 -80.6442728	Bluff Farm,SC
40.4262043 -75.9610441	Rickenbach,PA
18.4368909 -66.1707224	Almira,PR
33.8918244 -80.3886929	Beckridge Park,SC
33.9491806 -116.6436251	Bonnie Bell,CA
42.5567323 -77.8252767	Westview,NY
30.1596489 -84.2165607	Shell Island,FL
37.5459801 -77.5183193	Fairway Acres,VA
42.1495334 -73.7406814	Glenco Mills,NY
39.5601129 -76.0713385	Perryville,MD
39.1576047 -78.1422224	Miller Heights,VA
45.0144115 -92.6654788	Burkhardt Station,WI
47.5157917 -95.6358568	Lengby,MN
39.4656575 -77.2730383	Rhod-Ayr,MD
38.7422099 -104.9569176	Rosemont,CO
18.3335625 -66.3968368	Colinas de Monte Llano,PR
42.5597155 -96.3405831	Evergreen Village,IA
37.1083852 -91.8504271	Clear Springs,MO
30.7174143 -91.9092821	Palmetto,LA
28.9433033 -95.297715	Surfside,TX
40.2230924 -86.2613844	Pickard,IN
37.4753302 -89.8214891	Kurreville,MO
38.0818654 -120.1474097	High Sierra Park,CA
40.5120465 -75.1890632	Bucksville Manor,PA
34.2159376 -83.7854519	Bolman Estates,GA
26.3075691 -98.6403011	Alto Bonito,TX
40.3183667 -88.4797814	Troster,IL
26.2522944 -98.2772365	Sendero Colonia,TX
28.4483353 -96.4058072	Port O'Connor,TX
41.3869765 -90.763753	Edgington,IL
33.8370433 -86.2544223	Ashville,AL
35.9250746 -84.5654918	West Hills,TN
41.4808681 -87.6378211	South Chicago Heights,IL
46.4546698 -90.1710081	Ironwood,MI
37.7038211 -117.3689722	Montezuma,NV
42.1198121 -73.9870797	Quarryville,NY
33.2209553 -88.169196	Sapps,AL
35.188393 -98.2606085	Gracemont,OK
36.5892144 -87.3919534	Cedargold,TN
40.5967136 -84.6477364	Shively,OH
40.0500782 -78.9983591	Friedens,PA
31.3310042 -85.7963259	Heritage Heights,AL
39.7864472 -84.2210527	Fairview,OH
34.1892649 -92.0656976	Watson Chapel,AR
18.4593903 -66.2668349	Minima San Antonio,PR
34.4280881 -111.0226315	Turkey Crossing,AZ
38.5683823 -87.2177896	Sandy Hook,IN
40.0735938 -104.4149556	Prospect Valley,CO
42.854735 -88.4328749	Eagleville,WI
36.7320045 -92.2279358	Cross Roads,MO
39.8912248 -74.9218325	Marlton,NJ
40.243 -75.5784	Shaners Trailer Park,PA
40.9211731 -80.3761762	Moravia,PA
36.9498693 -76.2632735	Willoughby Terrace,VA
39.4042739 -76.4766299	Cedarside Farm,MD
46.5527058 -113.218121	Sherryl,MT
40.229515 -80.2422817	Allison Park,PA
44.6921869 -92.0115629	Eau Galle,WI
34.7084329 -82.9554263	Normandy Shores,SC
40.609823 -75.1198957	Riegel Ridge,NJ
38.9434464 -75.5227012	Melvins,DE
40.7048242 -73.6501295	West Hempstead,NY
40.7936687 -81.53401	West Massillon,OH
40.3693901 -112.2585566	Ophir,UT
35.69147 -93.5265745	Catalpa,AR
33.2634561 -92.3090302	Careyville Landing,AR
42.9614602 -74.9032079	Paines Hollow,NY
41.1664457 -81.0512057	Paris,OH
36.3703397 -88.7675575	Hyndsver,TN
35.6406262 -85.7188686	Fairview,TN
35.2165328 -80.7053468	Kinghurst Park,NC
41.3572342 -98.6325756	Cotesfield,NE
31.8342517 -110.7328608	Rosemont Junction,AZ
35.389799 -87.5739089	Turkey Track,TN
34.9434551 -81.9695486	Vanderbilt Hills,SC
33.233458 -88.7306063	Lynn Creek,MS
45.7965959 -111.1588411	Powers,MT
37.9970457 -81.9151245	Anchor,WV
33.8742707 -92.5537684	Ramsey,AR
38.3213043 -122.7588782	Roblar,CA
40.8520401 -75.2424019	Delabole,PA
29.7691113 -99.4036564	Tuff,TX
42.0511357 -90.036792	Burke,IL
39.9681 -75.5167	Hilloch Manor,PA
38.6581723 -77.2497049	Woodbridge,VA
42.9456428 -71.1133929	North Danville,NH
42.5353675 -71.8828523	Bakers Grove,MA
39.5098364 -75.8768848	Harbor View,MD
30.8274128 -85.165762	Chipola Terrace,FL
33.199009 -85.1360531	Aubrey,GA
39.0545141 -83.1224036	Tennyson,OH
38.2281042 -89.7262095	Whiteoak,IL
26.1898058 -80.1008771	Silver Shores,FL
41.4178712 -74.6309949	Huguenot,NY
34.9786986 -91.9920885	Vise Addition,AR
35.4306478 -94.6377202	Blackjack,OK
32.824016 -98.06671	Wolters Village,TX
41.6108955 -78.6072464	Midmont,PA
41.7019787 -87.625881	Roseland,IL
32.8187406 -85.1793852	Valley,AL
40.0792119 -85.3905265	Oakville,IN
18.2746758 -66.6096175	Hacienda Tetuán,PR
45.7519099 -94.2202723	Rice,MN
30.8571298 -88.1819479	Oak Grove,AL
65.4936111 -167.6841667	York,AK
47.9791212 -112.3116955	Bynum,MT
38.5580975 -91.8340637	Luystown,MO
36.9700587 -96.2002685	Boulanger Landing,OK
44.4857154 -117.7452091	Bridgeport,OR
41.0810549 -111.94383	Ridge Crest Estates,UT
39.524165 -95.3460848	Monrovia,KS
35.7056552 -95.4874757	Crekola,OK
39.74368 -82.1940354	Rehoboth,OH
31.1918568 -93.9257423	Stringtown,TX
34.5578708 -87.4511352	Oak Grove,AL
38.0100229 -96.321115	Thrall,KS
37.4331071 -88.2453107	Tolu,KY
40.1133665 -88.1103198	Mayview,IL
39.545113 -75.8371606	Elk,MD
42.1727843 -91.1076484	Scotch Grove,IA
33.857058 -88.5889347	Murphree Subdivision,MS
40.6312053 -75.7749156	Schneidersville,PA
40.2084096 -78.9278026	Benson,PA
30.9735159 -91.7940082	Legonier,LA
37.6448375 -81.2203778	Lillybrook,WV
